MarketNo,MarketName,MarketType,YearMonth,ClosedDate
F709,興達港,魚,11112,4、18、2、16、1、3、5、6、7、31、14、30、13、28、11、27、12、26、9、25、24
F109,台北,魚,11112,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F360,苗栗,魚,11112,3、10、13、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、19、23、30、20、27、22、29、12、26、31
F600,嘉義,魚,11112,3、10、17、24、1、2、4、5、6、9、16、18、21、28、7、14、20、8、11、25、23、30、13、27、15、22、29、12、19、26、31
F730,新營,魚,11112,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F950,花蓮,魚,11112,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F241,三重,魚,11112,3、10、13、17、24、1、2、4、5、6、9、16、21、28、7、14、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F708,台南,魚,11111,3、10、17、24、1、2、4、5、6、7、16、21、28、14、11、18、25、9、23、30、13、20、27、8、15、22、29、12、19、26、31
F261,頭城,魚,11111,2、9、16、23、30、31、1、3、4、5、6、13、15、20、27、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F820,岡山,魚,11111,3、10、17、24、1、2、4、5、6、7、21、28、14、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F241,三重,魚,11111,3、10、13、17、24、1、2、4、5、6、9、16、21、28、7、14、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F330,桃園,魚,11111,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F722,佳里,魚,11111,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F800,高雄,魚,11111,3、10、17、24、1、2、4、5、6、7、14、21、28、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F200,基隆,魚,11111,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F270,蘇澳,魚,11111,2、9、16、23、30、31、1、3、4、5、6、13、20、27、15、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F500,彰化,魚,11111,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F630,斗南,魚,11111,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F950,花蓮,魚,11111,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F513,埔心,魚,11111,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F109,台北,魚,11111,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F300,新竹,魚,11111,3、10、13、17、24、1、2、4、5、6、7、14、15、16、21、28、8、11、18、25、9、19、23、30、20、27、22、29、12、26、31
F360,苗栗,魚,11111,3、10、13、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、19、23、30、20、27、22、29、12、26、31
F400,台中,魚,11111,3、10、17、24、1、2、4、5、6、7、14、15、16、21、28、8、9、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F600,嘉義,魚,11111,3、10、17、24、1、2、4、5、6、9、16、18、21、28、7、14、20、8、11、25、23、30、13、27、15、22、29、12、19、26、31
F709,興達港,魚,11111,4、18、2、16、1、3、5、6、7、31、14、30、13、28、11、27、12、26、9、25、24
F730,新營,魚,11111,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F916,東港,魚,11111,1、2、9、10、16、23、24、3、4、5、6、13、15、20、27、28、14、11、17、25、8、22、29、12、19、26、31、7、21、18、30
F936,新港,魚,11111,1、2、9、16、23、30、31、3、4、5、6、13、15、20、27、28、10、17、24、8、22、29、12、19、26、7、14、21、11、18、25
F826,梓官,魚,11111,31、1、2、3、4、13
F880,澎湖,魚,11111,1、2、3
F360,苗栗,魚,11110,3、10、13、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、19、23、30、20、27、22、29、12、26、31
F708,台南,魚,11110,3、10、17、24、1、2、4、5、6、7、16、21、28、14、11、18、25、9、23、30、13、20、27、8、15、22、29、12、19、26、31
F800,高雄,魚,11110,3、10、17、24、1、2、4、5、6、7、14、21、28、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F936,新港,魚,11110,1、2、9、16、23、30、31、3、4、5、6、13、15、20、27、28、10、17、24、8、22、29、12、19、26、7、14、21、11、18、25
F261,頭城,魚,11110,2、9、16、23、30、31、1、3、4、5、6、13、15、20、27、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F270,蘇澳,魚,11110,2、9、16、23、30、31、1、3、4、5、6、13、20、27、15、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F300,新竹,魚,11110,3、10、13、17、24、1、2、4、5、6、7、14、15、16、21、28、8、11、18、25、9、19、23、30、20、27、22、29、12、26、31
F630,斗南,魚,11110,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F709,興達港,魚,11110,4、18、2、16、1、3、5、6、7、31、14、30、13、28、11、27、12、26、9、25、24
F820,岡山,魚,11110,3、10、17、24、1、2、4、5、6、7、21、28、14、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F500,彰化,魚,11110,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F109,台北,魚,11110,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F241,三重,魚,11110,3、10、13、17、24、1、2、4、5、6、9、16、21、28、7、14、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F600,嘉義,魚,11110,3、10、17、24、1、2、4、5、6、9、16、18、21、28、7、14、20、8、11、25、23、30、13、27、15、22、29、12、19、26、31
F730,新營,魚,11110,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F950,花蓮,魚,11110,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F513,埔心,魚,11110,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F916,東港,魚,11110,1、2、9、10、16、23、24、3、4、5、6、13、15、20、27、28、14、11、17、25、8、22、29、12、19、26、31、7、21、18、30
F400,台中,魚,11110,3、10、17、24、1、2、4、5、6、7、14、15、16、21、28、8、9、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F330,桃園,魚,11110,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F722,佳里,魚,11110,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F200,基隆,魚,11110,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F826,梓官,魚,11110,31、1、2、3、4、13
F880,澎湖,魚,11110,1、2、3
F950,花蓮,魚,11109,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F820,岡山,魚,11109,3、10、17、24、1、2、4、5、6、7、21、28、14、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F200,基隆,魚,11109,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F708,台南,魚,11109,3、10、17、24、1、2、4、5、6、7、16、21、28、14、11、18、25、9、23、30、13、20、27、8、15、22、29、12、19、26、31
F722,佳里,魚,11109,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F800,高雄,魚,11109,3、10、17、24、1、2、4、5、6、7、14、21、28、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F936,新港,魚,11109,1、2、9、16、23、30、31、3、4、5、6、13、15、20、27、28、10、17、24、8、22、29、12、19、26、7、14、21、11、18、25
F241,三重,魚,11109,3、10、13、17、24、1、2、4、5、6、9、16、21、28、7、14、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F300,新竹,魚,11109,3、10、13、17、24、1、2、4、5、6、7、14、15、16、21、28、8、11、18、25、9、19、23、30、20、27、22、29、12、26、31
F709,興達港,魚,11109,4、18、2、16、1、3、5、6、7、31、14、30、13、28、11、27、12、26、9、25、24
F261,頭城,魚,11109,2、9、16、23、30、31、1、3、4、5、6、13、15、20、27、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F500,彰化,魚,11109,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F513,埔心,魚,11109,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F826,梓官,魚,11109,31、1、2、3、4、13
F270,蘇澳,魚,11109,2、9、16、23、30、31、1、3、4、5、6、13、20、27、15、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F330,桃園,魚,11109,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F630,斗南,魚,11109,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F730,新營,魚,11109,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F880,澎湖,魚,11109,1、2、3
F916,東港,魚,11109,1、2、9、10、16、23、24、3、4、5、6、13、15、20、27、28、14、11、17、25、8、22、29、12、19、26、31、7、21、18、30
F109,台北,魚,11109,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F360,苗栗,魚,11109,3、10、13、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、19、23、30、20、27、22、29、12、26、31
F400,台中,魚,11109,3、10、17、24、1、2、4、5、6、7、14、15、16、21、28、8、9、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F600,嘉義,魚,11109,3、10、17、24、1、2、4、5、6、9、16、18、21、28、7、14、20、8、11、25、23、30、13、27、15、22、29、12、19、26、31
F730,新營,魚,11108,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F400,台中,魚,11108,3、10、17、24、1、2、4、5、6、7、14、15、16、21、28、8、9、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F880,澎湖,魚,11108,1、2、3
F916,東港,魚,11108,1、2、9、10、16、23、24、3、4、5、6、13、15、20、27、28、14、11、17、25、8、22、29、12、19、26、31、7、21、18、30
F800,高雄,魚,11108,3、10、17、24、1、2、4、5、6、7、14、21、28、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F820,岡山,魚,11108,3、10、17、24、1、2、4、5、6、7、21、28、14、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F950,花蓮,魚,11108,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F241,三重,魚,11108,3、10、13、17、24、1、2、4、5、6、9、16、21、28、7、14、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F708,台南,魚,11108,3、10、17、24、1、2、4、5、6、7、16、21、28、14、11、18、25、9、23、30、13、20、27、8、15、22、29、12、19、26、31
F826,梓官,魚,11108,31、1、2、3、4、13
F200,基隆,魚,11108,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F270,蘇澳,魚,11108,2、9、16、23、30、31、1、3、4、5、6、13、20、27、15、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F300,新竹,魚,11108,3、10、13、17、24、1、2、4、5、6、7、14、15、16、21、28、8、11、18、25、9、19、23、30、20、27、22、29、12、26、31
F630,斗南,魚,11108,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F709,興達港,魚,11108,4、18、2、16、1、3、5、6、7、31、14、30、13、28、11、27、12、26、9、25、24
F936,新港,魚,11108,1、2、9、16、23、30、31、3、4、5、6、13、15、20、27、28、10、17、24、8、22、29、12、19、26、7、14、21、11、18、25
F109,台北,魚,11108,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F261,頭城,魚,11108,2、9、16、23、30、31、1、3、4、5、6、13、15、20、27、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F330,桃園,魚,11108,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F360,苗栗,魚,11108,3、10、13、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、19、23、30、20、27、22、29、12、26、31
F600,嘉義,魚,11108,3、10、17、24、1、2、4、5、6、9、16、18、21、28、7、14、20、8、11、25、23、30、13、27、15、22、29、12、19、26、31
F500,彰化,魚,11108,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F513,埔心,魚,11108,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F722,佳里,魚,11108,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F820,岡山,魚,11107,3、10、17、24、1、2、4、5、6、7、21、28、14、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F950,花蓮,魚,11107,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F300,新竹,魚,11107,3、10、13、17、24、1、2、4、5、6、7、14、15、16、21、28、8、11、18、25、9、19、23、30、20、27、22、29、12、26、31
F400,台中,魚,11107,3、10、17、24、1、2、4、5、6、7、14、15、16、21、28、8、9、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F709,興達港,魚,11107,4、18、2、16、1、3、5、6、7、31、14、30、13、28、11、27、12、26、9、25、24
F241,三重,魚,11107,3、10、13、17、24、1、2、4、5、6、9、16、21、28、7、14、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F330,桃園,魚,11107,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F708,台南,魚,11107,3、10、17、24、1、2、4、5、6、7、16、21、28、14、11、18、25、9、23、30、13、20、27、8、15、22、29、12、19、26、31
F722,佳里,魚,11107,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F261,頭城,魚,11107,2、9、16、23、30、31、1、3、4、5、6、13、15、20、27、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F800,高雄,魚,11107,3、10、17、24、1、2、4、5、6、7、14、21、28、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F936,新港,魚,11107,1、2、9、16、23、30、31、3、4、5、6、13、15、20、27、28、10、17、24、8、22、29、12、19、26、7、14、21、11、18、25
F500,彰化,魚,11107,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F513,埔心,魚,11107,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F200,基隆,魚,11107,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F270,蘇澳,魚,11107,2、9、16、23、30、31、1、3、4、5、6、13、20、27、15、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F630,斗南,魚,11107,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F826,梓官,魚,11107,31、1、2、3、4、13
F880,澎湖,魚,11107,1、2、3
F109,台北,魚,11107,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F730,新營,魚,11107,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F360,苗栗,魚,11107,3、10、13、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、19、23、30、20、27、22、29、12、26、31
F600,嘉義,魚,11107,3、10、17、24、1、2、4、5、6、9、16、18、21、28、7、14、20、8、11、25、23、30、13、27、15、22、29、12、19、26、31
F916,東港,魚,11107,1、2、9、10、16、23、24、3、4、5、6、13、15、20、27、28、14、11、17、25、8、22、29、12、19、26、31、7、21、18、30
F261,頭城,魚,11106,2、9、16、23、30、31、1、3、4、5、6、13、15、20、27、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F500,彰化,魚,11106,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F513,埔心,魚,11106,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F916,東港,魚,11106,1、2、9、10、16、23、24、3、4、5、6、13、15、20、27、28、14、11、17、25、8、22、29、12、19、26、31、7、21、18、30
F400,台中,魚,11106,3、10、17、24、1、2、4、5、6、7、14、15、16、21、28、8、9、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F708,台南,魚,11106,3、10、17、24、1、2、4、5、6、7、16、21、28、14、11、18、25、9、23、30、13、20、27、8、15、22、29、12、19、26、31
F820,岡山,魚,11106,3、10、17、24、1、2、4、5、6、7、21、28、14、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F109,台北,魚,11106,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F241,三重,魚,11106,3、10、13、17、24、1、2、4、5、6、9、16、21、28、7、14、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F360,苗栗,魚,11106,3、10、13、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、19、23、30、20、27、22、29、12、26、31
F600,嘉義,魚,11106,3、10、17、24、1、2、4、5、6、9、16、18、21、28、7、14、20、8、11、25、23、30、13、27、15、22、29、12、19、26、31
F950,花蓮,魚,11106,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F722,佳里,魚,11106,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F800,高雄,魚,11106,3、10、17、24、1、2、4、5、6、7、14、21、28、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F936,新港,魚,11106,1、2、9、16、23、30、31、3、4、5、6、13、15、20、27、28、10、17、24、8、22、29、12、19、26、7、14、21、11、18、25
F270,蘇澳,魚,11106,2、9、16、23、30、31、1、3、4、5、6、13、20、27、15、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F300,新竹,魚,11106,3、10、13、17、24、1、2、4、5、6、7、14、15、16、21、28、8、11、18、25、9、19、23、30、20、27、22、29、12、26、31
F630,斗南,魚,11106,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F709,興達港,魚,11106,4、18、2、16、1、3、5、6、7、31、14、30、13、28、11、27、12、26、9、25、24
F330,桃園,魚,11106,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F200,基隆,魚,11106,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F730,新營,魚,11106,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F826,梓官,魚,11106,31、1、2、3、4、13
F880,澎湖,魚,11106,1、2、3
F200,基隆,魚,11105,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F270,蘇澳,魚,11105,2、9、16、23、30、31、1、3、4、5、6、13、20、27、15、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F630,斗南,魚,11105,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F826,梓官,魚,11105,31、1、2、3、4、13
F880,澎湖,魚,11105,1、2、3
F500,彰化,魚,11105,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F513,埔心,魚,11105,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F241,三重,魚,11105,3、10、13、17、24、1、2、4、5、6、9、16、21、28、7、14、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F330,桃園,魚,11105,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F708,台南,魚,11105,3、10、17、24、1、2、4、5、6、7、16、21、28、14、11、18、25、9、23、30、13、20、27、8、15、22、29、12、19、26、31
F722,佳里,魚,11105,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F261,頭城,魚,11105,2、9、16、23、30、31、1、3、4、5、6、13、15、20、27、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F709,興達港,魚,11105,4、18、2、16、1、3、5、6、7、31、14、30、13、28、11、27、12、26、9、25、24
F800,高雄,魚,11105,3、10、17、24、1、2、4、5、6、7、14、21、28、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F936,新港,魚,11105,1、2、9、16、23、30、31、3、4、5、6、13、15、20、27、28、10、17、24、8、22、29、12、19、26、7、14、21、11、18、25
F300,新竹,魚,11105,3、10、13、17、24、1、2、4、5、6、7、14、15、16、21、28、8、11、18、25、9、19、23、30、20、27、22、29、12、26、31
F400,台中,魚,11105,3、10、17、24、1、2、4、5、6、7、14、15、16、21、28、8、9、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F820,岡山,魚,11105,3、10、17、24、1、2、4、5、6、7、21、28、14、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F950,花蓮,魚,11105,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F730,新營,魚,11105,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F109,台北,魚,11105,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F360,苗栗,魚,11105,3、10、13、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、19、23、30、20、27、22、29、12、26、31
F600,嘉義,魚,11105,3、10、17、24、1、2、4、5、6、9、16、18、21、28、7、14、20、8、11、25、23、30、13、27、15、22、29、12、19、26、31
F916,東港,魚,11105,1、2、9、10、16、23、24、3、4、5、6、13、15、20、27、28、14、11、17、25、8、22、29、12、19、26、31、7、21、18、30
F270,蘇澳,魚,11104,2、9、16、23、30、31、1、3、4、5、6、13、20、27、15、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F630,斗南,魚,11104,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F826,梓官,魚,11104,31、1、2、3、4、13
F200,基隆,魚,11104,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F730,新營,魚,11104,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F800,高雄,魚,11104,3、10、17、24、1、2、4、5、6、7、14、21、28、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F880,澎湖,魚,11104,1、2、3
F330,桃園,魚,11104,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F500,彰化,魚,11104,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F722,佳里,魚,11104,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F950,花蓮,魚,11104,1、2、8、9、15、16、23、29、30、31、3、4、5、6、12、13、19、20、26、27、28、10、17、24、7、14、21、22、11、18、25
F261,頭城,魚,11104,2、9、16、23、30、31、1、3、4、5、6、13、15、20、27、10、17、24、8、22、29、12、19、26、7、14、21、28、11、18、25
F513,埔心,魚,11104,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F820,岡山,魚,11104,3、10、17、24、1、2、4、5、6、7、21、28、14、11、18、25、9、16、23、30、13、20、27、8、15、22、29、12、19、26、31
F708,台南,魚,11104,3、10、17、24、1、2、4、5、6、7、16、21、28、14、11、18、25、9、23、30、13、20、27、8、15、22、29、12、19、26、31
F916,東港,魚,11104,1、2、9、10、16、23、24、3、4、5、6、13、15、20、27、28、14、11、17、25、8、22、29、12、19、26、31、7、21、18、30
F936,新港,魚,11104,1、2、9、16、23、30、31、3、4、5、6、13、15、20、27、28、10、17、24、8、22、29、12、19、26、7、14、21、11、18、25
F109,台北,魚,11104,3、10、13、17、24、1、2、4、5、9、16、21、28、7、14、6、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F241,三重,魚,11104,3、10、13、17、24、1、2、4、5、6、9、16、21、28、7、14、11、18、25、19、23、30、20、27、8、15、22、29、12、26、31
F300,新竹,魚,11104,3、10、13、17、24、1、2、4、5、6、7、14、15、16、21、28、8、11、18、25、9、19、23、30、20、27、22、29、12、26、31
F360,苗栗,魚,11104,3、10、13、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、19、23、30、20、27、22、29、12、26、31
F400,台中,魚,11104,3、10、17、24、1、2、4、5、6、7、14、15、16、21、28、8、9、11、18、25、23、30、13、20、27、22、29、12、19、26、31
F600,嘉義,魚,11104,3、10、17、24、1、2、4、5、6、9、16、18、21、28、7、14、20、8、11、25、23、30、13、27、15、22、29、12、19、26、31
F709,興達港,魚,11104,4、18、2、16、1、3、5、6、7、31、14、30、13、28、11、27、12、26、9、25、24
F730,新營,魚,11103,3、10、17、24、1、2、4、5、6、7、9、14、15、16、21、28、8、11、18、25、23、30、13、20、27、22、29、12、19、26、31
