MarketNo,MarketName,MarketType,YearMonth,ClosedDate
F109,台北,魚,11001,4、11、14、18、25
F261,頭城,魚,11001,3、10、17、24、31
F730,新營,魚,11001,4、11、18、25
F820,岡山,魚,11001,4、11、18、25
F200,基隆,魚,10912,5、6、12、13、19、20、26、27
F916,東港,魚,10912,6、7、13、20、21、29、30、31
F241,三重,魚,10912,7、14、21、28
F800,高雄,魚,10912,7、14、21、28
F936,新港,魚,10912,6、13、20、27
F513,埔心,魚,10912,7、14、21、28
F722,佳里,魚,10912,7、14、21、28
F708,台南,魚,10912,1、7、14、21、28
F730,新營,魚,10912,7、14、21、28
F820,岡山,魚,10912,7、14、21、28
F950,花蓮,魚,10912,5、6、12、13、19、20、26、27
F270,蘇澳,魚,10912,6、13、20、27
F330,桃園,魚,10912,7、14、21、28
F400,台中,魚,10912,7、14、21、28
F360,苗栗,魚,10912,7、14、21、28
F500,彰化,魚,10912,7、14、21、28
F630,斗南,魚,10912,7、14、21、28
F300,新竹,魚,10912,7、14、21、28
F109,台北,魚,10912,7、14、21、28
F600,嘉義,魚,10912,7、14、21、28
F709,興達港,魚,10912,16、30
F200,基隆,魚,10911,1、7、8、14、15、21、22、28、29
F330,桃園,魚,10911,2、9、12、16、23、30
F630,斗南,魚,10911,2、9、16、23、30
F360,苗栗,魚,10911,2、9、16、23、30
F513,埔心,魚,10911,2、9、16、23、30
F800,高雄,魚,10911,2、9、16、23、30
F708,台南,魚,10911,2、9、16、23、30
F730,新營,魚,10911,2、9、16、23、30
F936,新港,魚,10911,1、8、15、22、29
F270,蘇澳,魚,10911,1、8、15、22、29
F500,彰化,魚,10911,2、9、16、23、30
F241,三重,魚,10911,2、9、12、16、23、30
F600,嘉義,魚,10911,2、9、16、23、30
F820,岡山,魚,10911,2、9、16、23、30
F916,東港,魚,10911,1、8、9、15、22、23、29
F109,台北,魚,10911,2、9、12、16、23、30
F400,台中,魚,10911,2、9、16、23、30
F300,新竹,魚,10911,2、9、16、23、30
F709,興達港,魚,10911,1、16、30
F722,佳里,魚,10911,2、9、16、23、30
F950,花蓮,魚,10911,1、7、8、14、15、21、22、28、29
F241,三重,魚,10910,2、3、4、5、12、19、26
F261,頭城,魚,10910,1
F708,台南,魚,10910,4、5、6、12、19、26
F709,興達港,魚,10910,2、18
F916,東港,魚,10910,1、4、11、12、18、25、26
F360,苗栗,魚,10910,2、3、5、12、19、26
F600,嘉義,魚,10910,4、5、6、12、19、26
F400,台中,魚,10910,4、5、6、12、19、26
F730,新營,魚,10910,4、5、6、12、19、25、26
F109,台北,魚,10910,2、3、5、12、19、26
F270,蘇澳,魚,10910,1、2、3、4、11、18、25
F500,彰化,魚,10910,4、5、6、12、19、26
F950,花蓮,魚,10910,1、2、3、4、9、10、11、17、18、24、25、31
F300,新竹,魚,10910,2、3、5、12、19、26
F513,埔心,魚,10910,4、5、6、12、19、26
F722,佳里,魚,10910,4、5、6、12、19、26
F936,新港,魚,10910,2、3、4、10、11、18、25
F330,桃園,魚,10910,2、3、5、12、19、26
F630,斗南,魚,10910,4、5、6、12、19、26
F200,基隆,魚,10910,1、2、3、4、9、10、11、17、18、24、25、31
F800,高雄,魚,10910,5、12、19、26
F820,岡山,魚,10910,5、6、7、12、19、26
F400,台中,魚,10909,3、4、7、14、21、28
F600,嘉義,魚,10909,3、4、5、6、7、14、21、28
F730,新營,魚,10909,3、4、7、14、21、28
F800,高雄,魚,10909,7、14、21、28
F261,頭城,魚,10909,2
F709,興達港,魚,10909,3、18
F109,台北,魚,10909,3、4、7、14、21、24、28
F630,斗南,魚,10909,3、4、5、6、7、14、21、28
F826,梓官,魚,10909,3
F936,新港,魚,10909,2、3、6、13、20、27
F241,三重,魚,10909,3、4、7、14、21、24、28
F360,苗栗,魚,10909,3、4、7、14、21、28
F300,新竹,魚,10909,3、4、7、14、21、28
F500,彰化,魚,10909,3、4、5、6、7、14、21、28
F513,埔心,魚,10909,3、4、5、6、7、14、21、28
F708,台南,魚,10909,3、4、7、14、21、28
F820,岡山,魚,10909,3、4、7、14、21、28
F916,東港,魚,10909,2、6、13、14、20、27、28
F950,花蓮,魚,10909,5、6、12、13、19、20、27
F200,基隆,魚,10909,5、6、12、13、19、20、27
F270,蘇澳,魚,10909,2、3、6、13、20、27
F330,桃園,魚,10909,3、4、7、14、21、24、28
F722,佳里,魚,10909,3、4、7、14、21、28
F200,基隆,魚,10908,1、2、8、9、15、16、22、23、29、30
F916,東港,魚,10908,2、9、12、13、14、16、23、24、30
F708,台南,魚,10908,3、10、17、24、31
F730,新營,魚,10908,3、10、17、24、31
F800,高雄,魚,10908,3、10、17、24、31
F261,頭城,魚,10908,3、4、5
F330,桃園,魚,10908,3、10、13、17、24、31
F600,嘉義,魚,10908,3、10、17、24、31
F950,花蓮,魚,10908,1、2、8、9、15、16、22、23、29、30
F722,佳里,魚,10908,3、10、17、24、31
F109,台北,魚,10908,3、10、13、17、24、31
F300,新竹,魚,10908,3、10、17、24、31
F360,苗栗,魚,10908,3、10、17、24、31
F630,斗南,魚,10908,3、10、17、24、31
F270,蘇澳,魚,10908,2、9、16、23、30
F400,台中,魚,10908,3、10、17、24、31
F500,彰化,魚,10908,3、10、17、24、31
F513,埔心,魚,10908,3、10、17、24、31
F709,興達港,魚,10908,5、20
F936,新港,魚,10908,2、9、16、23、30
F241,三重,魚,10908,3、10、13、17、24、31
F820,岡山,魚,10908,3、10、17、24、31
F300,新竹,魚,10907,6、13、20、27
F916,東港,魚,10907,5、12、13、19、26、27
F200,基隆,魚,10907,4、5、11、12、18、19、25、26
F600,嘉義,魚,10907,6、13、20、27
F709,興達港,魚,10907,6、22
F820,岡山,魚,10907,6、13、20、27
F360,苗栗,魚,10907,6、13、20、27
F500,彰化,魚,10907,6、13、20、27
F630,斗南,魚,10907,6、13、20、27
F722,佳里,魚,10907,6、13、20、27
F730,新營,魚,10907,6、13、20、27
F109,台北,魚,10907,6、13、16、20、27
F270,蘇澳,魚,10907,5、12、19、26
F400,台中,魚,10907,6、13、20、27
F800,高雄,魚,10907,6、13、20、27
F936,新港,魚,10907,5、12、19、26
F950,花蓮,魚,10907,1、4、5、11、12、18、19、25、26
F241,三重,魚,10907,6、13、16、20、27
F513,埔心,魚,10907,6、13、20、27
F708,台南,魚,10907,6、7、13、20、27
F330,桃園,魚,10907,6、13、16、20、27
F722,佳里,魚,10906,1、8、15、22、25、26、29
F730,新營,魚,10906,1、8、15、22、25、26、29
F261,頭城,魚,10906,25
F500,彰化,魚,10906,1、8、15、22、25、26、29
F630,斗南,魚,10906,1、8、15、22、25、26、29
F916,東港,魚,10906,7、14、15、21、25、28、29
F936,新港,魚,10906,7、14、21、24、25、28
F109,台北,魚,10906,1、8、15、22、26、27、29
F360,苗栗,魚,10906,1、8、15、22、26、27、29
F513,埔心,魚,10906,1、8、15、22、25、26、29
F950,花蓮,魚,10906,6、7、13、14、20、21、25、26、27、28
F300,新竹,魚,10906,1、8、15、22、26、27、29
F400,台中,魚,10906,1、8、15、22、25、26、29
F241,三重,魚,10906,1、8、15、22、26、27、28、29
F800,高雄,魚,10906,1、8、15、22、29
F708,台南,魚,10906,1、8、15、22、29、30
F709,興達港,魚,10906,7、22
F200,基隆,魚,10906,6、7、13、14、21、25、26、27、28
F270,蘇澳,魚,10906,7、14、21、25、26、28
F600,嘉義,魚,10906,1、8、15、22、25、26、29
F330,桃園,魚,10906,1、8、15、22、26、27、29
F820,岡山,魚,10906,1、8、15、22、29
F630,斗南,魚,10905,4、11、18、25
F722,佳里,魚,10905,4、11、18、25
F360,苗栗,魚,10905,4、11、18、25
F708,台南,魚,10905,4、11、18、25
F730,新營,魚,10905,4、11、18、25
F800,高雄,魚,10905,4、11、18、25
F916,東港,魚,10905,3、10、11、17、24、25、31
F241,三重,魚,10905,4、11、18、25
F300,新竹,魚,10905,4、11、18、25
F513,埔心,魚,10905,4、11、18、25
F820,岡山,魚,10905,4、11、18、25
F330,桃園,魚,10905,4、11、18、25
F500,彰化,魚,10905,4、11、18、25
F109,台北,魚,10905,4、11、18、25
F200,基隆,魚,10905,1、2、3、9、10、16、17、23、24、30、31
F600,嘉義,魚,10905,4、11、18、25
F709,興達港,魚,10905,8、24
F950,花蓮,魚,10905,1、2、3、9、10、16、17、23、24、30、31
F270,蘇澳,魚,10905,3、10、17、24、31
F400,台中,魚,10905,4、11、18、25
F936,新港,魚,10905,1、3、10、17、24、31
F270,蘇澳,魚,10904,5、12、19、26
F400,台中,魚,10904,5、6、7、8、9、10、13、20、27
F300,新竹,魚,10904,5、6、7、8、9、13、20、27
F513,埔心,魚,10904,5、6、13、20、27
F950,花蓮,魚,10904,2、3、4、5、11、12、18、19、25、26
F261,頭城,魚,10904,4
F330,桃園,魚,10904,5、6、13、20、27
F630,斗南,魚,10904,5、6、13、20、27
F730,新營,魚,10904,5、6、7、13、20、27
F722,佳里,魚,10904,5、6、13、20、27
F500,彰化,魚,10904,4、5、13、20、27
F600,嘉義,魚,10904,5、6、13、20、27
F800,高雄,魚,10904,6、13、20、27
F916,東港,魚,10904,4、5、12、13、19、26、27
F936,新港,魚,10904,3、4、5、12、19、26
F109,台北,魚,10904,5、6、13、20、27
F200,基隆,魚,10904,2、3、4、5、11、12、18、19、25、26
F360,苗栗,魚,10904,5、6、7、8、9、10、13、20、27
F708,台南,魚,10904,6、7、8、9、13、20、27
F709,興達港,魚,10904,8、24
F820,岡山,魚,10904,6、7、8、9、13、20、27
F241,三重,魚,10904,4、5、6、13、20、27
F241,三重,魚,10903,2、9、16、23、30
F708,台南,魚,10903,2、9、10、16、23、30
F730,新營,魚,10903,2、9、16、23、30
F330,桃園,魚,10903,2、9、16、23、30
F630,斗南,魚,10903,2、9、16、23、30
F109,台北,魚,10903,2、9、16、23、30
F200,基隆,魚,10903,1、7、8、14、15、21、22、28、29
F600,嘉義,魚,10903,2、9、16、23、30
F800,高雄,魚,10903,2、9、16、23、30
F270,蘇澳,魚,10903,1、8、15、22、29
F936,新港,魚,10903,1、8、15、22、29
F300,新竹,魚,10903,9、16、23、30
F400,台中,魚,10903,2、9、16、23、30
F820,岡山,魚,10903,2、9、16、23、30
F916,東港,魚,10903,1、8、9、15、22、23、29
F360,苗栗,魚,10903,2、9、16、23、30
F500,彰化,魚,10903,2、9、16、23、30
F513,埔心,魚,10903,2、9、16、23、30
F709,興達港,魚,10903,9、25
F722,佳里,魚,10903,2、9、16、23、30
F950,花蓮,魚,10903,1、7、8、14、15、21、22、28、29
F109,台北,魚,10902,2、3、9、10、17、24
F500,彰化,魚,10902,2、3、9、10、17、24
F513,埔心,魚,10902,2、3、9、10、17、24
F916,東港,魚,10902,2、9、10、16、23、24
F200,基隆,魚,10902,1、2、8、9、16、22、23、28、29
F241,三重,魚,10902,2、3、9、10、17、24
F730,新營,魚,10902,2、3、9、10、17、24
F800,高雄,魚,10902,3、10、17、24
F261,頭城,魚,10902,8
F360,苗栗,魚,10902,2、3、9、10、17、24
F630,斗南,魚,10902,2、3、9、10、17、24
F600,嘉義,魚,10902,2、3、9、10、17、24
F722,佳里,魚,10902,2、3、9、10、17、24
F300,新竹,魚,10902,2、3、9、10、17、24
F708,台南,魚,10902,2、3、10、17、24
F709,興達港,魚,10902,9、24
F820,岡山,魚,10902,2、3、9、10、17、24
F270,蘇澳,魚,10902,2、8、9、16、23
F330,桃園,魚,10902,2、3、9、10、17、24
F400,台中,魚,10902,2、3、9、10、17、24
F936,新港,魚,10902,1、2、8、9、16、23、28、29
F950,花蓮,魚,10902,1、2、8、9、16、22、23、28、29
F500,彰化,魚,10901,6、13、20、25、26、27、28、29、30
F513,埔心,魚,10901,6、13、20、25、26、27、28、29、30
F722,佳里,魚,10901,6、13、20、25、26、27、28、29、30
F630,斗南,魚,10901,6、13、20、25、26、27、28、29、30
F936,新港,魚,10901,1、5、12、19、23、24、25、26、27、28、29
F109,台北,魚,10901,6、13、20、25、26、27、28、29
F730,新營,魚,10901,6、13、20、25、26、27、28、29、30
F800,高雄,魚,10901,6、13、25、26、27、28、29
F708,台南,魚,10901,6、13、20、25、26、27、28、29
F916,東港,魚,10901,1、5、12、13、19、25、26、27、28
F261,頭城,魚,10901,23、24、25、26、27、28、29
F360,苗栗,魚,10901,6、13、20、25、26、27、28、29、30
F709,興達港,魚,10901,10、26
F200,基隆,魚,10901,1、4、5、11、12、18、19、23、24、25、26、27、28、29
F270,蘇澳,魚,10901,5、12、19、25、26、27、28、29
F330,桃園,魚,10901,6、13、20、25、26、27、28、29
F600,嘉義,魚,10901,6、13、20、25、26、27、28、29、30
F826,梓官,魚,10901,24、25、26、27、28
F241,三重,魚,10901,6、13、20、25、26、27、28、29、30
F400,台中,魚,10901,6、13、20、25、26、27、28、29、30
F950,花蓮,魚,10901,1、4、5、11、12、18、19、23、24、25、26、27、28、29
F300,新竹,魚,10901,6、13、20、25、26、27、28、29、30
F820,岡山,魚,10901,6、13、20、25、26、27、28、29、30
F880,澎湖,魚,10901,25、26、27
F109,台北,魚,10812,2、9、16、23、30
F270,蘇澳,魚,10812,1、8、15、22、29
F200,基隆,魚,10812,1、7、8、14、15、21、22、28、29
F400,台中,魚,10812,2、9、16、23、30
F630,斗南,魚,10812,2、9、16、23、30
F709,興達港,魚,10812,11、27
F916,東港,魚,10812,1、8、9、15、22、23、30、31
F513,埔心,魚,10812,2、9、16、23、30
F820,岡山,魚,10812,2、9、16、23、30
F300,新竹,魚,10812,2、9、16、23、30
F722,佳里,魚,10812,2、9、16、23、30
F730,新營,魚,10812,2、9、16、23、30
F950,花蓮,魚,10812,1、7、8、14、15、21、22、28、29
F241,三重,魚,10812,2、9、16、23、30
F330,桃園,魚,10812,2、9、16、23、30
F360,苗栗,魚,10812,2、9、16、23、30
F500,彰化,魚,10812,2、9、16、23、30
F800,高雄,魚,10812,2、9、16、23、30
F936,新港,魚,10812,1、8、15、22、29
F600,嘉義,魚,10812,2、9、16、23、30
F708,台南,魚,10812,2、9、16、23、30
F261,頭城,魚,10812,6、7、31
F730,新營,魚,10811,4、11、18、25
F916,東港,魚,10811,3、10、11、17、24、25
F950,花蓮,魚,10811,2、3、9、10、16、17、23、24、30
F109,台北,魚,10811,4、11、14、18、25
F261,頭城,魚,10811,19、22
F300,新竹,魚,10811,4、11、18、25
F330,桃園,魚,10811,4、11、18、25
F200,基隆,魚,10811,2、3、9、10、16、17、23、24、30
F360,苗栗,魚,10811,4、11、18、25
F400,台中,魚,10811,4、11、18、25
F500,彰化,魚,10811,4、11、18、25
F513,埔心,魚,10811,4、11、18、25
F241,三重,魚,10811,4、11、14、18、25
F820,岡山,魚,10811,4、11、18、25
F722,佳里,魚,10811,4、11、18、25
F600,嘉義,魚,10811,4、11、18、25
F630,斗南,魚,10811,4、11、18、25
F709,興達港,魚,10811,12、27
F800,高雄,魚,10811,4、11、18、25
F936,新港,魚,10811,3、10、17、24
F270,蘇澳,魚,10811,3、10、17、24
F708,台南,魚,10811,4、11、18、25
F360,苗栗,魚,10810,7、14、21、28
F708,台南,魚,10810,7、14、15、21、28
F916,東港,魚,10810,6、13、14、20、27、28
F200,基隆,魚,10810,6、10、11、12、13、19、20、26、27
F270,蘇澳,魚,10810,6、13、20、27
F330,桃園,魚,10810,7、14、21、28
F936,新港,魚,10810,6、10、13、20、27
F300,新竹,魚,10810,7、14、21、28
F513,埔心,魚,10810,7、8、14、21、28
F709,興達港,魚,10810,14、29
F109,台北,魚,10810,7、14、21、28
F630,斗南,魚,10810,7、8、14、21、28
F730,新營,魚,10810,7、8、14、21、28
F241,三重,魚,10810,7、14、21、28
F261,頭城,魚,10810,15、16
F400,台中,魚,10810,7、8、14、21、28
F600,嘉義,魚,10810,7、8、14、21、28
F800,高雄,魚,10810,7、14、21、28
F820,岡山,魚,10810,7、14、21、28
F950,花蓮,魚,10810,6、10、11、13、19、20、26、27
F500,彰化,魚,10810,7、8、14、21、28
F722,佳里,魚,10810,7、14、21、28
F330,桃園,魚,10809,2、9、16、17、18、23、30
F730,新營,魚,10809,2、9、15、16、17、23、30
F800,高雄,魚,10809,2、9、16、23、30
F261,頭城,魚,10809,5、13、20、21、30
F360,苗栗,魚,10809,2、9、15、16、17、23、30
F630,斗南,魚,10809,2、9、15、16、17、23、30
F708,台南,魚,10809,2、9、16、17、18、23、30
F109,台北,魚,10809,2、9、16、17、18、23、30
F916,東港,魚,10809,1、8、9、15、22、23、29
F709,興達港,魚,10809,14、30
F241,三重,魚,10809,2、9、16、17、18、23、30
F400,台中,魚,10809,2、9、15、16、17、23、30
F600,嘉義,魚,10809,2、9、15、16、17、23、30
F200,基隆,魚,10809,1、7、8、13、14、15、21、22、28、29
F500,彰化,魚,10809,2、9、15、16、17、23、30
F513,埔心,魚,10809,2、9、15、16、17、23、30
F722,佳里,魚,10809,2、9、15、16、17、23、30
F936,新港,魚,10809,1、4、8、15、16、22、29
F950,花蓮,魚,10809,1、7、8、13、14、15、21、22、28、29
F270,蘇澳,魚,10809,1、8、15、16、17、22、29
F300,新竹,魚,10809,2、9、15、16、17、23、30
F820,岡山,魚,10809,2、9、15、16、17、23、30
F109,台北,魚,10808,5、12、19、20、26
F600,嘉義,魚,10808,5、12、16、17、18、19、20、26
F630,斗南,魚,10808,5、12、16、17、18、19、20、26
F820,岡山,魚,10808,5、12、16、17、19、26
F200,基隆,魚,10808,3、4、10、11、17、18、24、25、31
F300,新竹,魚,10808,5、12、16、17、18、19、26
F709,興達港,魚,10808,2、16、31
F360,苗栗,魚,10808,5、12、16、17、18、19、20、21、26
F261,頭城,魚,10808,24、25
F270,蘇澳,魚,10808,4、11、15、16、18、25
F330,桃園,魚,10808,5、12、19、20、26
F500,彰化,魚,10808,5、12、16、17、18、19、20、26
F800,高雄,魚,10808,5、12、19、26
F936,新港,魚,10808,4、11、18、19、24、25
F513,埔心,魚,10808,5、12、16、17、18、19、20、26
F916,東港,魚,10808,4、11、12、13、15、18、25、26
F950,花蓮,魚,10808,3、4、10、11、17、18、24、25、31
F241,三重,魚,10808,5、12、19、20、26
F400,台中,魚,10808,5、12、16、17、18、19、26
F708,台南,魚,10808,5、12、19、20、26
F826,梓官,魚,10808,15
F722,佳里,魚,10808,5、12、16、17、18、19、26
F730,新營,魚,10808,5、12、16、17、18、19、20、26
F630,斗南,魚,10807,1、8、15、22、29
F360,苗栗,魚,10807,1、8、15、22、29
F709,興達港,魚,10807,4、18
F916,東港,魚,10807,7、14、15、21、28、29
F936,新港,魚,10807,7、14、21、28
F270,蘇澳,魚,10807,7、14、21、28
F708,台南,魚,10807,1、8、15、22、29
F730,新營,魚,10807,1、8、15、22、29
F241,三重,魚,10807,1、8、15、22、29
F513,埔心,魚,10807,1、8、15、22、29
F800,高雄,魚,10807,1、8、15、22、29
F820,岡山,魚,10807,1、8、15、22、29
F600,嘉義,魚,10807,1、8、15、22、29
F722,佳里,魚,10807,1、8、15、22、29
F950,花蓮,魚,10807,1、6、7、13、14、20、21、27、28
F109,台北,魚,10807,1、8、15、22、29
F330,桃園,魚,10807,1、8、15、22、29
F500,彰化,魚,10807,1、8、15、22、29
F200,基隆,魚,10807,6、7、13、14、20、21、27、28
F400,台中,魚,10807,1、8、15、22、29
F300,新竹,魚,10807,1、8、15、22、29
F109,台北,魚,10806,3、10、11、12、17、24
F730,新營,魚,10806,3、9、10、11、17、24
F950,花蓮,魚,10806,1、7、8、9、15、16、22、23、29、30
F200,基隆,魚,10806,1、2、7、8、9、15、16、22、23、30
F936,新港,魚,10806,2、9、10、11、16、23、30
F600,嘉義,魚,10806,3、9、10、11、17、24
F800,高雄,魚,10806,3、10、17、24
F708,台南,魚,10806,3、10、11、12、17、24
F330,桃園,魚,10806,3、10、11、12、17、24
F722,佳里,魚,10806,3、9、10、11、17、24
F270,蘇澳,魚,10806,2、9、10、11、16、23、30
F300,新竹,魚,10806,3、9、10、11、17、24
F360,苗栗,魚,10806,3、10、11、12、17、24
F630,斗南,魚,10806,3、9、10、11、17、24
F820,岡山,魚,10806,3、10、17、24
F400,台中,魚,10806,3、9、10、11、17、24
F500,彰化,魚,10806,3、9、10、11、17、24
F513,埔心,魚,10806,3、9、10、11、17、24
F709,興達港,魚,10806,4、18
F241,三重,魚,10806,3、10、11、12、17、24
F261,頭城,魚,10806,7
F916,東港,魚,10806,2、9、10、16、23、24、30
F500,彰化,魚,10805,6、13、20、27
F722,佳里,魚,10805,6、13、20、27
F109,台北,魚,10805,6、13、20、27
F330,桃園,魚,10805,6、13、20、27
F709,興達港,魚,10805,6、20
F916,東港,魚,10805,5、12、13、19、26、27
F950,花蓮,魚,10805,1、4、5、11、12、18、19、25、26
F200,基隆,魚,10805,1、4、5、11、12、18、19、25、26
F270,蘇澳,魚,10805,5、12、19、26
F300,新竹,魚,10805,6、13、20、27
F400,台中,魚,10805,6、13、20、27
F600,嘉義,魚,10805,6、13、20、27
F820,岡山,魚,10805,6、13、20、27
F360,苗栗,魚,10805,6、13、20、27
F630,斗南,魚,10805,6、13、20、27
F708,台南,魚,10805,6、13、20、21、27
F730,新營,魚,10805,6、13、20、27
F936,新港,魚,10805,5、12、19、26
F241,三重,魚,10805,6、13、20、27
F513,埔心,魚,10805,6、13、20、27
F800,高雄,魚,10805,6、13、20、27
F241,三重,魚,10804,1、6、7、8、15、22、29
F330,桃園,魚,10804,1、5、6、7、8、15、22、29
F513,埔心,魚,10804,1、6、7、8、15、22、29
F820,岡山,魚,10804,1、6、7、8、15、22、29
F200,基隆,魚,10804,4、5、6、7、13、14、20、21、27、28
F300,新竹,魚,10804,1、6、7、8、9、10、15、22、29
F360,苗栗,魚,10804,1、6、7、8、15、22、29
F500,彰化,魚,10804,1、6、7、8、15、22、29
F722,佳里,魚,10804,1、6、7、8、15、22、29
F261,頭城,魚,10804,5
F270,蘇澳,魚,10804,5、6、7、14、21、28
F400,台中,魚,10804,1、6、7、8、9、10、11、15、22、29
F936,新港,魚,10804,5、6、7、14、21、28
F730,新營,魚,10804,1、6、7、8、15、22、29
F800,高雄,魚,10804,1、8、15、22、29
F600,嘉義,魚,10804,1、6、7、8、15、22、29
F630,斗南,魚,10804,1、6、7、8、15、22、29
F950,花蓮,魚,10804,4、5、6、7、13、14、20、21、27、28
F708,台南,魚,10804,1、8、15、22、29
F709,興達港,魚,10804,6、20
F109,台北,魚,10804,1、6、7、8、15、22、29
F916,東港,魚,10804,5、7、14、15、21、28、29
F513,埔心,魚,10803,4、11、18、25
F722,佳里,魚,10803,4、11、18、25
F360,苗栗,魚,10803,4、11、18、25
F630,斗南,魚,10803,4、11、18、25
F241,三重,魚,10803,4、11、18、25
F330,桃園,魚,10803,4、11、18、25
F708,台南,魚,10803,4、11、18、25
F709,興達港,魚,10803,8、22
F800,高雄,魚,10803,4、11、18、25
F936,新港,魚,10803,2、3、9、10、16、17、23、24、30、31
F300,新竹,魚,10803,4、11、18、25
F730,新營,魚,10803,4、11、18、25
F820,岡山,魚,10803,4、11、18、25
F916,東港,魚,10803,3、10、11、17、24、25、31
F500,彰化,魚,10803,4、11、18、25
F950,花蓮,魚,10803,1、2、3、9、10、16、17、23、24、30、31
F109,台北,魚,10803,4、11、18、25
F200,基隆,魚,10803,1、2、3、9、10、16、17、23、24、30、31
F600,嘉義,魚,10803,4、11、18、25
F270,蘇澳,魚,10803,3、10、17、24、31
F400,台中,魚,10803,4、11、18、25
F109,台北,魚,10802,5、6、7、8、9、13、18、19、20、25
F360,苗栗,魚,10802,5、6、7、8、9、10、11、18、19、20、25
F730,新營,魚,10802,5、6、7、8、9、10、11、13、18、19、20、25
F261,頭城,魚,10802,3、4、5、6、7、8、9、19
F500,彰化,魚,10802,5、6、7、8、9、10、11、13、18、19、20、25
F300,新竹,魚,10802,5、6、7、8、9、10、11、12、13、18、19、20、25
F630,斗南,魚,10802,5、6、7、8、9、10、11、13、18、19、20、25
F722,佳里,魚,10802,5、6、7、8、9、10、11、13、18、19、20、25
F800,高雄,魚,10802,5、6、7、8、9、10、11
F950,花蓮,魚,10802,2、3、4、5、6、7、8、9、10、16、17、19、20、23、28
F200,基隆,魚,10802,2、3、4、5、6、7、8、9、10、16、17、24、28
F513,埔心,魚,10802,5、6、7、8、9、10、11、13、18、19、20、25
F270,蘇澳,魚,10802,2、3、4、5、6、7、8、9、10、17、18、19、24
F820,岡山,魚,10802,5、6、7、8、9、10、11、18、25
F880,澎湖,魚,10802,4、5
F936,新港,魚,10802,3、4、5、6、7、8、9、10、17、18、19、23、24
F708,台南,魚,10802,5、6、7、8、9、13、18、19、20、21、25
F241,三重,魚,10802,5、6、7、8、9、13、18、19、20、25
F400,台中,魚,10802,5、6、7、8、9、10、11、18、19、20、25
F709,興達港,魚,10802,4、5、6、7、8、9、20
F916,東港,魚,10802,5、6、7、8、10、17、18、24、25
F330,桃園,魚,10802,5、6、7、8、9、13、18、19、20、25
F600,嘉義,魚,10802,5、6、7、8、9、10、11、13、18、19、20、25
F826,梓官,魚,10802,5、6、7、8、9
F270,蘇澳,魚,10801,1、6、13、20、27
F730,新營,魚,10801,7、14、21、28
F936,新港,魚,10801,1、5、6、12、13、19、20、26、27
F300,新竹,魚,10801,7、14、21、28
F330,桃園,魚,10801,7、14、21、28
F360,苗栗,魚,10801,7、14、21、28
F500,彰化,魚,10801,7、14、21、28
F722,佳里,魚,10801,7、14、21、28
F916,東港,魚,10801,1、6、13、14、20、27、28
F241,三重,魚,10801,7、14、21、28
F400,台中,魚,10801,7、14、21、28
F513,埔心,魚,10801,7、14、21、28
F708,台南,魚,10801,7、14、21、22、28
F820,岡山,魚,10801,7、14、22、28
F109,台北,魚,10801,7、14、21、28
F709,興達港,魚,10801,7、21
F200,基隆,魚,10801,1、5、6、12、13、20、26、27
F950,花蓮,魚,10801,1、5、12、13、20、26、27
F600,嘉義,魚,10801,7、14、21、28
F630,斗南,魚,10801,7、14、21、28
F800,高雄,魚,10801,7、14、21、28
F709,興達港,魚,10712,8、22
F730,新營,魚,10712,3、10、17、24、31
F270,蘇澳,魚,10712,2、9、16、23、30
F330,桃園,魚,10712,3、10、17、24、31
F500,彰化,魚,10712,3、10、17、24、31
F630,斗南,魚,10712,3、10、17、24、31
F722,佳里,魚,10712,3、10、17、24、31
F241,三重,魚,10712,3、10、17、24、31
F261,頭城,魚,10712,28、29、30、31
F400,台中,魚,10712,3、10、17、24、31
F513,埔心,魚,10712,3、10、17、24、31
F800,高雄,魚,10712,3、10、17、24、31
F820,岡山,魚,10712,3、10、17、24、31
F936,新港,魚,10712,2、9、16、23、30、31
F950,花蓮,魚,10712,1、2、8、9、15、16、23、29、30、31
F200,基隆,魚,10712,1、2、8、9、15、16、23、29、30、31
F300,新竹,魚,10712,3、10、17、24、31
F708,台南,魚,10712,3、10、17、24、31
F109,台北,魚,10712,3、10、17、24、31
F360,苗栗,魚,10712,3、10、17、24、31
F600,嘉義,魚,10712,3、10、17、24、31
F916,東港,魚,10712,2、3、9、10、16、23、29、30、31
F241,三重,魚,10711,5、12、19、26
F709,興達港,魚,10711,9、23
F730,新營,魚,10711,5、12、19、26
F330,桃園,魚,10711,5、12、19、26
F630,斗南,魚,10711,5、12、19、26
F300,新竹,魚,10711,5、12、19、26
F400,台中,魚,10711,5、12、19、26
F820,岡山,魚,10711,5、12、19、26
F270,蘇澳,魚,10711,4、11、18、25
F360,苗栗,魚,10711,5、12、19、26
F500,彰化,魚,10711,5、12、19、26
F513,埔心,魚,10711,5、12、19、26
F722,佳里,魚,10711,5、12、19、26
F109,台北,魚,10711,5、12、19、26
F600,嘉義,魚,10711,5、12、19、26
F916,東港,魚,10711,1、4、5、11、12、18、21、25
F950,花蓮,魚,10711,3、10、17、24、25
F200,基隆,魚,10711,3、4、10、11、17、18、24、25
F708,台南,魚,10711,5、12、19、26
F800,高雄,魚,10711,5、12、19、26
